epoch,accuracy,loss,val_accuracy,val_loss
0,0.26460000872612,2.3522729873657227,0.18140000104904175,3.7036449909210205
1,0.39926666021347046,1.8021562099456787,0.2443999946117401,2.6203668117523193
2,0.4521777629852295,1.6705880165100098,0.2687999904155731,2.6599416732788086
3,0.490022212266922,1.5700633525848389,0.37880000472068787,2.21653151512146
4,0.5240222215652466,1.4773648977279663,0.36399999260902405,2.2002830505371094
5,0.5523333549499512,1.3921232223510742,0.47440001368522644,1.7274105548858643
6,0.5797111392021179,1.3230019807815552,0.5252000093460083,1.5274803638458252
7,0.598800003528595,1.2633578777313232,0.5703999996185303,1.419324517250061
8,0.6140444278717041,1.2229317426681519,0.633400022983551,1.1863991022109985
9,0.6306889057159424,1.1796965599060059,0.6359999775886536,1.155640959739685
10,0.6452222466468811,1.140920877456665,0.6478000283241272,1.131556510925293
11,0.6581110954284668,1.1064547300338745,0.5163999795913696,1.5628877878189087
12,0.6660666465759277,1.081348180770874,0.6574000120162964,1.1585975885391235
13,0.6762222051620483,1.058134913444519,0.6161999702453613,1.252048373222351
14,0.6889333128929138,1.024215579032898,0.6144000291824341,1.247974157333374
15,0.6934888958930969,1.0045504570007324,0.6610000133514404,1.1008055210113525
16,0.6980000138282776,0.9875977635383606,0.6448000073432922,1.1799485683441162
17,0.708644449710846,0.9659265875816345,0.649399995803833,1.1594297885894775
18,0.7167778015136719,0.9458880424499512,0.6966000199317932,1.0089186429977417
19,0.7199110984802246,0.9323521852493286,0.6913999915122986,1.0386625528335571
20,0.7282888889312744,0.9142653942108154,0.7480000257492065,0.8702571988105774
21,0.7342000007629395,0.8952592015266418,0.7193999886512756,0.9506349563598633
22,0.737155556678772,0.8876631855964661,0.732200026512146,0.9400669932365417
23,0.744866669178009,0.8735246658325195,0.7616000175476074,0.8470875024795532
24,0.7497555613517761,0.8603289723396301,0.7681999802589417,0.8148764967918396
25,0.752133309841156,0.8477348685264587,0.7702000141143799,0.8045849204063416
26,0.7575777769088745,0.8397566080093384,0.7505999803543091,0.8713217973709106
27,0.7592222094535828,0.8266730904579163,0.758400022983551,0.8371610641479492
28,0.765155553817749,0.8179458379745483,0.775600016117096,0.7935695648193359
29,0.765844464302063,0.8111022710800171,0.758400022983551,0.8474839925765991
30,0.7682666778564453,0.8063132762908936,0.7648000121116638,0.8355749249458313
31,0.7736889123916626,0.7936874032020569,0.7653999924659729,0.8148490190505981
32,0.7756444215774536,0.7863205075263977,0.7868000268936157,0.7647749185562134
33,0.7756666541099548,0.786151111125946,0.7617999911308289,0.8552669882774353
34,0.7805111408233643,0.7798100709915161,0.7648000121116638,0.8384299874305725
35,0.7827777862548828,0.771531343460083,0.8044000267982483,0.7217199206352234
36,0.7858666777610779,0.7657902836799622,0.7721999883651733,0.8153350353240967
37,0.7860888838768005,0.7608882784843445,0.7965999841690063,0.7423514723777771
38,0.7889333367347717,0.7593545317649841,0.7915999889373779,0.7619991898536682
39,0.7889333367347717,0.7555750608444214,0.7694000005722046,0.835129976272583
40,0.7905111312866211,0.7477219700813293,0.8068000078201294,0.7311953902244568
41,0.7944666743278503,0.7435021996498108,0.8019999861717224,0.7481722831726074
42,0.7972888946533203,0.7386013865470886,0.7850000262260437,0.774099588394165
43,0.8003333210945129,0.727915346622467,0.796999990940094,0.7521892786026001
44,0.7993999719619751,0.729419469833374,0.7986000180244446,0.745553195476532
45,0.7968000173568726,0.7334983348846436,0.7871999740600586,0.7757800221443176
46,0.8248666524887085,0.6581012010574341,0.8343999981880188,0.6423391699790955
47,0.8309110999107361,0.6385161280632019,0.8420000076293945,0.6225165724754333
48,0.8322222232818604,0.6332261562347412,0.8450000286102295,0.6140329837799072
49,0.8330222368240356,0.6255797743797302,0.8465999960899353,0.6133140921592712
50,0.8391110897064209,0.6141536831855774,0.8479999899864197,0.6096435189247131
51,0.8378000259399414,0.6118303537368774,0.8392000198364258,0.6179681420326233
52,0.8381333351135254,0.6103742718696594,0.8399999737739563,0.6288331747055054
53,0.8400222063064575,0.6017475128173828,0.8446000218391418,0.6131452322006226
54,0.841177761554718,0.5983695983886719,0.843999981880188,0.612647294998169
55,0.8427333235740662,0.5932674407958984,0.8521999716758728,0.5873969793319702
56,0.8432666659355164,0.595740556716919,0.8485999703407288,0.5926905274391174
57,0.8428666591644287,0.5900474190711975,0.8460000157356262,0.6006396412849426
58,0.8462666869163513,0.5813562273979187,0.8471999764442444,0.6017221212387085
59,0.8444666862487793,0.5844649076461792,0.8496000170707703,0.5928149819374084
60,0.8475777506828308,0.5769251585006714,0.8385999798774719,0.6127187609672546
61,0.8439777493476868,0.5802627801895142,0.8450000286102295,0.5969573259353638
62,0.8460444211959839,0.5755128860473633,0.8521999716758728,0.5935657024383545
63,0.8484222292900085,0.569923996925354,0.8461999893188477,0.593543529510498
64,0.8468888998031616,0.5692301392555237,0.8511999845504761,0.5874962210655212
65,0.850088894367218,0.5642913579940796,0.8479999899864197,0.5889938473701477
66,0.8501555323600769,0.5615584850311279,0.8497999906539917,0.5816156268119812
67,0.8537777662277222,0.557034969329834,0.8489999771118164,0.5833849906921387
68,0.8525111079216003,0.5546188354492188,0.849399983882904,0.5812007784843445
69,0.8519111275672913,0.5516819953918457,0.8489999771118164,0.5830260515213013
70,0.8539777994155884,0.5506406426429749,0.850600004196167,0.5823519229888916
71,0.853422224521637,0.5540179014205933,0.849399983882904,0.580681562423706
72,0.8558444380760193,0.5502777099609375,0.8503999710083008,0.5795972347259521
73,0.8520444631576538,0.5508110523223877,0.8525999784469604,0.5782556533813477
74,0.8544666767120361,0.5495312213897705,0.8511999845504761,0.5795697569847107
75,0.8531777858734131,0.5522035956382751,0.8507999777793884,0.5812744498252869
76,0.8542444705963135,0.5496023297309875,0.8525999784469604,0.5787779092788696
77,0.8562222123146057,0.5472156405448914,0.8528000116348267,0.5788083672523499
78,0.8514888882637024,0.5521702170372009,0.852400004863739,0.5794798135757446
79,0.8547555804252625,0.5468006730079651,0.8521999716758728,0.5794411301612854
80,0.8540444374084473,0.5518064498901367,0.8515999913215637,0.5811823010444641
81,0.8549333214759827,0.5460655093193054,0.8528000116348267,0.578368604183197
82,0.8521999716758728,0.5513291358947754,0.8539999723434448,0.5757147073745728
83,0.8560444712638855,0.5500773191452026,0.8528000116348267,0.5764966011047363
84,0.8521777987480164,0.5513654351234436,0.850600004196167,0.5786133408546448
85,0.8553555607795715,0.5465513467788696,0.8514000177383423,0.5755766034126282
86,0.8552666902542114,0.5466693639755249,0.8518000245094299,0.5767821073532104
87,0.8540666699409485,0.5453067421913147,0.8532000184059143,0.5758965015411377
88,0.8556222319602966,0.5447288751602173,0.8503999710083008,0.5773494839668274
89,0.8538444638252258,0.5468310117721558,0.8514000177383423,0.5786401033401489
90,0.8556222319602966,0.5436448454856873,0.852400004863739,0.5767387747764587
91,0.8561111092567444,0.5445786118507385,0.8518000245094299,0.5763148665428162
92,0.8536444306373596,0.5494058728218079,0.852400004863739,0.5771152377128601
93,0.8560444712638855,0.5446980595588684,0.8514000177383423,0.5761035084724426
94,0.8541333079338074,0.5440549254417419,0.8525999784469604,0.5773519277572632
95,0.8538888692855835,0.5489663481712341,0.8521999716758728,0.5765230655670166
96,0.8561111092567444,0.5446912050247192,0.8518000245094299,0.5767379999160767
97,0.8550222516059875,0.5423322916030884,0.8515999913215637,0.5777842402458191
98,0.854533314704895,0.5429779291152954,0.8518000245094299,0.576429545879364
99,0.8541333079338074,0.547166109085083,0.8503999710083008,0.5775177478790283
100,0.8571110963821411,0.5439766049385071,0.8511999845504761,0.5762599110603333
101,0.8535110950469971,0.548743486404419,0.8501999974250793,0.5772904753684998
102,0.8560666441917419,0.544147789478302,0.8510000109672546,0.5771804451942444
103,0.8554666638374329,0.5425363183021545,0.8511999845504761,0.5765663981437683
104,0.8557999730110168,0.5449041128158569,0.8519999980926514,0.5757542848587036
105,0.8565333485603333,0.5442847609519958,0.8514000177383423,0.5774421095848083
106,0.8572221994400024,0.5396886467933655,0.8515999913215637,0.5766167640686035
107,0.8586221933364868,0.5381245613098145,0.8518000245094299,0.5766245126724243
108,0.854533314704895,0.5445568561553955,0.8511999845504761,0.5775100588798523
109,0.8532666563987732,0.5453253984451294,0.8510000109672546,0.577011227607727
110,0.8553555607795715,0.5461562871932983,0.8511999845504761,0.577767014503479
111,0.8561999797821045,0.5434873104095459,0.8525999784469604,0.575922429561615
112,0.8540666699409485,0.5460121035575867,0.8510000109672546,0.577459990978241
113,0.8558666706085205,0.540984570980072,0.8507999777793884,0.5771840810775757
114,0.8538222312927246,0.5414247512817383,0.852400004863739,0.575843095779419
115,0.857022225856781,0.5417256951332092,0.8510000109672546,0.5773035883903503
116,0.8563110828399658,0.5400103330612183,0.8510000109672546,0.5775338411331177
117,0.8563110828399658,0.5437357425689697,0.8529999852180481,0.5752992630004883
118,0.8555111289024353,0.5419955253601074,0.8511999845504761,0.576911449432373
119,0.8575778007507324,0.5430237650871277,0.8507999777793884,0.5769737958908081
120,0.8564666509628296,0.542553722858429,0.8515999913215637,0.5766957402229309
121,0.8582888841629028,0.5399315357208252,0.8521999716758728,0.5761836171150208
122,0.8547777533531189,0.5442370176315308,0.8528000116348267,0.5755562782287598
123,0.8544889092445374,0.5451809167861938,0.8507999777793884,0.57806396484375
124,0.8553555607795715,0.546288013458252,0.8515999913215637,0.5763102769851685
125,0.8537777662277222,0.5493377447128296,0.8525999784469604,0.5762659907341003
126,0.8543999791145325,0.5463144183158875,0.8514000177383423,0.5774407982826233
127,0.8548222184181213,0.5438037514686584,0.8518000245094299,0.5761202573776245
128,0.8542666435241699,0.5425992608070374,0.8521999716758728,0.5761092901229858
129,0.8553110957145691,0.5409924983978271,0.852400004863739,0.5760857462882996
130,0.8539555668830872,0.5440333485603333,0.8511999845504761,0.5771801471710205
131,0.8574666380882263,0.5416956543922424,0.852400004863739,0.575471043586731
132,0.8573333621025085,0.5438653826713562,0.8518000245094299,0.5763720870018005
133,0.8558666706085205,0.5409294366836548,0.8507999777793884,0.5770331621170044
134,0.8540666699409485,0.5471321940422058,0.8518000245094299,0.5763028860092163
135,0.8558889031410217,0.5419232845306396,0.8519999980926514,0.575431764125824
