Time;Voltage;Current;Power;
20:25:58 13/06/2024;5.06;0.505;2.555;
20:25:59 13/06/2024;5.06;0.500;2.530;
20:25:59 13/06/2024;5.06;0.503;2.545;
20:26:00 13/06/2024;5.06;0.506;2.560;
20:26:00 13/06/2024;5.06;0.504;2.550;
20:26:01 13/06/2024;5.06;0.504;2.550;
20:26:01 13/06/2024;5.06;0.512;2.590;
20:26:02 13/06/2024;5.06;0.533;2.696;
20:26:02 13/06/2024;5.06;0.507;2.565;
20:26:03 13/06/2024;5.06;0.506;2.560;
20:26:03 13/06/2024;5.06;0.511;2.585;
20:26:04 13/06/2024;5.06;0.503;2.545;
20:26:04 13/06/2024;5.06;0.510;2.580;
20:26:05 13/06/2024;5.06;0.503;2.545;
20:26:05 13/06/2024;5.06;0.505;2.555;
20:26:06 13/06/2024;5.06;0.507;2.565;
20:26:06 13/06/2024;5.06;0.533;2.696;
20:26:07 13/06/2024;5.06;0.504;2.550;
20:26:07 13/06/2024;5.06;0.506;2.560;
20:26:08 13/06/2024;5.06;0.509;2.575;
20:26:08 13/06/2024;5.06;0.503;2.545;
20:26:09 13/06/2024;5.06;0.504;2.550;
20:26:09 13/06/2024;5.06;0.504;2.550;
20:26:10 13/06/2024;5.06;0.511;2.585;
20:26:10 13/06/2024;5.06;0.504;2.550;
20:26:11 13/06/2024;5.06;0.503;2.545;
20:26:11 13/06/2024;5.05;0.565;2.853;
20:26:12 13/06/2024;5.06;0.503;2.545;
20:26:12 13/06/2024;5.06;0.506;2.560;
20:26:13 13/06/2024;5.06;0.505;2.555;
20:26:13 13/06/2024;5.06;0.504;2.550;
20:26:14 13/06/2024;5.06;0.511;2.585;
20:26:14 13/06/2024;5.05;0.559;2.822;
20:26:15 13/06/2024;5.06;0.501;2.535;
20:26:15 13/06/2024;5.06;0.505;2.555;
20:26:16 13/06/2024;5.06;0.505;2.555;
20:26:16 13/06/2024;5.06;0.506;2.560;
20:26:17 13/06/2024;5.06;0.522;2.641;
20:26:17 13/06/2024;5.06;0.501;2.535;
20:26:18 13/06/2024;5.06;0.505;2.555;
20:26:18 13/06/2024;5.06;0.502;2.540;
20:26:19 13/06/2024;5.06;0.509;2.575;
20:26:19 13/06/2024;5.06;0.504;2.550;
20:26:20 13/06/2024;5.06;0.510;2.580;
20:26:20 13/06/2024;5.06;0.508;2.570;
20:26:21 13/06/2024;5.06;0.507;2.565;
20:26:21 13/06/2024;5.06;0.510;2.580;
20:26:22 13/06/2024;5.06;0.500;2.530;
20:26:22 13/06/2024;5.06;0.510;2.580;
20:26:23 13/06/2024;5.06;0.504;2.550;
20:26:23 13/06/2024;5.06;0.503;2.545;
20:26:24 13/06/2024;5.06;0.503;2.545;
20:26:24 13/06/2024;5.06;0.508;2.570;
20:26:25 13/06/2024;5.06;0.508;2.570;
20:26:25 13/06/2024;5.06;0.514;2.600;
20:26:26 13/06/2024;5.06;0.502;2.540;
20:26:26 13/06/2024;5.06;0.520;2.631;
20:26:27 13/06/2024;5.06;0.509;2.575;
20:26:27 13/06/2024;5.06;0.506;2.560;
20:26:28 13/06/2024;5.06;0.504;2.550;
20:26:28 13/06/2024;5.06;0.511;2.585;
20:26:29 13/06/2024;5.06;0.507;2.565;
20:26:29 13/06/2024;5.06;0.506;2.560;
20:26:30 13/06/2024;5.06;0.514;2.600;
20:26:30 13/06/2024;5.06;0.502;2.540;
20:26:31 13/06/2024;5.06;0.512;2.590;
20:26:31 13/06/2024;5.06;0.501;2.535;
20:26:32 13/06/2024;5.06;0.507;2.565;
20:26:32 13/06/2024;5.06;0.509;2.575;
20:26:33 13/06/2024;5.06;0.510;2.580;
20:26:33 13/06/2024;5.06;0.506;2.560;
20:26:34 13/06/2024;5.06;0.524;2.651;
20:26:34 13/06/2024;5.06;0.505;2.555;
20:26:35 13/06/2024;5.06;0.508;2.570;
20:26:35 13/06/2024;5.06;0.511;2.585;
20:26:36 13/06/2024;5.05;0.560;2.828;
20:26:36 13/06/2024;5.06;0.501;2.535;
20:26:37 13/06/2024;5.06;0.504;2.550;
20:26:37 13/06/2024;5.06;0.551;2.788;
20:26:38 13/06/2024;5.06;0.506;2.560;
20:26:38 13/06/2024;5.06;0.502;2.540;
20:26:39 13/06/2024;5.06;0.506;2.560;
20:26:39 13/06/2024;5.06;0.508;2.570;
20:26:40 13/06/2024;5.05;0.599;3.024;
20:26:40 13/06/2024;5.06;0.502;2.540;
20:26:41 13/06/2024;5.06;0.504;2.550;
20:26:41 13/06/2024;5.06;0.502;2.540;
20:26:42 13/06/2024;5.06;0.507;2.565;
20:26:42 13/06/2024;5.06;0.504;2.550;
20:26:43 13/06/2024;5.06;0.504;2.550;
20:26:43 13/06/2024;5.05;0.549;2.772;
20:26:44 13/06/2024;5.06;0.509;2.575;
20:26:44 13/06/2024;5.06;0.502;2.540;
20:26:45 13/06/2024;5.06;0.507;2.565;
20:26:45 13/06/2024;5.06;0.501;2.535;
20:26:46 13/06/2024;5.06;0.507;2.565;
20:26:46 13/06/2024;5.06;0.503;2.545;
20:26:47 13/06/2024;5.06;0.503;2.545;
20:26:47 13/06/2024;5.06;0.506;2.560;
20:26:48 13/06/2024;5.06;0.536;2.712;
20:26:48 13/06/2024;5.06;0.503;2.545;
20:26:49 13/06/2024;5.06;0.511;2.585;
20:26:49 13/06/2024;5.06;0.507;2.565;
20:26:50 13/06/2024;5.06;0.526;2.661;
20:26:50 13/06/2024;5.06;0.510;2.580;
20:26:51 13/06/2024;5.06;0.505;2.555;
20:26:51 13/06/2024;5.06;0.502;2.540;
20:26:52 13/06/2024;5.06;0.499;2.524;
20:26:52 13/06/2024;5.06;0.505;2.555;
20:26:53 13/06/2024;5.06;0.504;2.550;
20:26:53 13/06/2024;5.06;0.501;2.535;
20:26:54 13/06/2024;5.06;0.506;2.560;
20:26:54 13/06/2024;5.06;0.507;2.565;
20:26:55 13/06/2024;5.06;0.507;2.565;
20:26:55 13/06/2024;5.06;0.499;2.524;
20:26:56 13/06/2024;5.06;0.511;2.585;
20:26:56 13/06/2024;5.06;0.507;2.565;
20:26:57 13/06/2024;5.06;0.499;2.524;
20:26:57 13/06/2024;5.06;0.507;2.565;
20:26:58 13/06/2024;5.06;0.505;2.555;
20:26:58 13/06/2024;5.06;0.505;2.555;
20:26:59 13/06/2024;5.06;0.505;2.555;
20:26:59 13/06/2024;5.06;0.510;2.580;
20:27:00 13/06/2024;5.06;0.505;2.555;
20:27:00 13/06/2024;5.06;0.519;2.626;
20:27:01 13/06/2024;5.06;0.507;2.565;
20:27:01 13/06/2024;5.06;0.498;2.519;
20:27:02 13/06/2024;5.06;0.501;2.535;
20:27:02 13/06/2024;5.06;0.501;2.535;
20:27:03 13/06/2024;5.06;0.520;2.631;
20:27:03 13/06/2024;5.06;0.506;2.560;
20:27:04 13/06/2024;5.06;0.517;2.616;
20:27:04 13/06/2024;5.06;0.514;2.600;
20:27:05 13/06/2024;5.06;0.514;2.600;
20:27:05 13/06/2024;5.06;0.503;2.545;
20:27:06 13/06/2024;5.06;0.498;2.519;
20:27:06 13/06/2024;5.06;0.506;2.560;
20:27:07 13/06/2024;5.06;0.502;2.540;
20:27:07 13/06/2024;5.06;0.510;2.580;
20:27:08 13/06/2024;5.06;0.505;2.555;
20:27:08 13/06/2024;5.06;0.503;2.545;
20:27:09 13/06/2024;5.06;0.503;2.545;
20:27:09 13/06/2024;5.06;0.513;2.595;
20:27:10 13/06/2024;5.06;0.518;2.621;
20:27:10 13/06/2024;5.05;0.544;2.747;
20:27:11 13/06/2024;5.06;0.531;2.686;
20:27:11 13/06/2024;5.06;0.504;2.550;
20:27:12 13/06/2024;5.06;0.509;2.575;
20:27:12 13/06/2024;5.06;0.523;2.646;
20:27:13 13/06/2024;5.06;0.502;2.540;
20:27:13 13/06/2024;5.06;0.506;2.560;
20:27:14 13/06/2024;5.06;0.504;2.550;
20:27:14 13/06/2024;5.06;0.504;2.550;
20:27:15 13/06/2024;5.06;0.501;2.535;
20:27:15 13/06/2024;5.06;0.505;2.555;
20:27:16 13/06/2024;5.06;0.538;2.722;
20:27:16 13/06/2024;5.06;0.506;2.560;
20:27:17 13/06/2024;5.06;0.507;2.565;
20:27:17 13/06/2024;5.06;0.508;2.570;
20:27:18 13/06/2024;5.06;0.508;2.570;
20:27:18 13/06/2024;5.06;0.509;2.575;
20:27:19 13/06/2024;5.06;0.505;2.555;
20:27:19 13/06/2024;5.06;0.503;2.545;
20:27:20 13/06/2024;5.06;0.502;2.540;
20:27:20 13/06/2024;5.06;0.508;2.570;
20:27:21 13/06/2024;5.06;0.503;2.545;
20:27:21 13/06/2024;5.06;0.511;2.585;
20:27:22 13/06/2024;5.06;0.508;2.570;
20:27:22 13/06/2024;5.06;0.503;2.545;
20:27:23 13/06/2024;5.06;0.511;2.585;
20:27:23 13/06/2024;5.06;0.503;2.545;
20:27:24 13/06/2024;5.06;0.501;2.535;
20:27:24 13/06/2024;5.06;0.526;2.661;
20:27:25 13/06/2024;5.06;0.501;2.535;
20:27:25 13/06/2024;5.06;0.510;2.580;
20:27:26 13/06/2024;5.06;0.503;2.545;
20:27:26 13/06/2024;5.06;0.511;2.585;
20:27:27 13/06/2024;5.06;0.507;2.565;
20:27:27 13/06/2024;5.06;0.504;2.550;
20:27:28 13/06/2024;5.06;0.505;2.555;
20:27:28 13/06/2024;5.06;0.503;2.545;
20:27:29 13/06/2024;5.06;0.504;2.550;
20:27:29 13/06/2024;5.06;0.507;2.565;
20:27:30 13/06/2024;5.06;0.506;2.560;
20:27:30 13/06/2024;5.06;0.503;2.545;
20:27:31 13/06/2024;5.06;0.503;2.545;
20:27:31 13/06/2024;5.06;0.500;2.530;
20:27:32 13/06/2024;5.06;0.505;2.555;
20:27:32 13/06/2024;5.06;0.499;2.524;
20:27:33 13/06/2024;5.06;0.497;2.514;
20:27:33 13/06/2024;5.06;0.507;2.565;
20:27:34 13/06/2024;5.06;0.506;2.560;
20:27:34 13/06/2024;5.06;0.505;2.555;
20:27:35 13/06/2024;5.06;0.503;2.545;
20:27:35 13/06/2024;5.06;0.504;2.550;
20:27:36 13/06/2024;5.06;0.506;2.560;
20:27:36 13/06/2024;5.06;0.505;2.555;
20:27:37 13/06/2024;5.06;0.501;2.535;
20:27:37 13/06/2024;5.06;0.505;2.555;
20:27:38 13/06/2024;5.06;0.506;2.560;
20:27:38 13/06/2024;5.06;0.503;2.545;
20:27:39 13/06/2024;5.06;0.507;2.565;
20:27:39 13/06/2024;5.06;0.503;2.545;
20:27:40 13/06/2024;5.06;0.505;2.555;
20:27:40 13/06/2024;5.06;0.501;2.535;
20:27:41 13/06/2024;5.06;0.510;2.580;
20:27:41 13/06/2024;5.05;0.566;2.858;
20:27:42 13/06/2024;5.06;0.506;2.560;
20:27:42 13/06/2024;5.06;0.506;2.560;
20:27:43 13/06/2024;5.06;0.502;2.540;
20:27:43 13/06/2024;5.06;0.508;2.570;
20:27:44 13/06/2024;5.06;0.501;2.535;
20:27:44 13/06/2024;5.06;0.501;2.535;
20:27:45 13/06/2024;5.06;0.504;2.550;
20:27:45 13/06/2024;5.06;0.504;2.550;
20:27:46 13/06/2024;5.06;0.513;2.595;
20:27:46 13/06/2024;5.06;0.504;2.550;
20:27:47 13/06/2024;5.05;0.538;2.716;
20:27:47 13/06/2024;5.06;0.504;2.550;
20:27:48 13/06/2024;5.06;0.510;2.580;
20:27:48 13/06/2024;5.06;0.499;2.524;
20:27:49 13/06/2024;5.06;0.503;2.545;
20:27:49 13/06/2024;5.06;0.502;2.540;
20:27:50 13/06/2024;5.06;0.506;2.560;
20:27:50 13/06/2024;5.05;0.562;2.838;
20:27:51 13/06/2024;5.06;0.502;2.540;
20:27:51 13/06/2024;5.06;0.505;2.555;
20:27:52 13/06/2024;5.06;0.503;2.545;
20:27:52 13/06/2024;5.06;0.505;2.555;
20:27:53 13/06/2024;5.06;0.501;2.535;
20:27:53 13/06/2024;5.06;0.506;2.560;
20:27:54 13/06/2024;5.06;0.503;2.545;
20:27:54 13/06/2024;5.06;0.502;2.540;
20:27:55 13/06/2024;5.06;0.507;2.565;
20:27:55 13/06/2024;5.06;0.506;2.560;
20:27:56 13/06/2024;5.06;0.503;2.545;
20:27:56 13/06/2024;5.06;0.506;2.560;
20:27:57 13/06/2024;5.06;0.501;2.535;
20:27:57 13/06/2024;5.05;0.593;2.994;
20:27:58 13/06/2024;5.06;0.505;2.555;
20:27:58 13/06/2024;5.06;0.505;2.555;
20:27:59 13/06/2024;5.06;0.506;2.560;
20:27:59 13/06/2024;5.06;0.501;2.535;
20:28:00 13/06/2024;5.06;0.501;2.535;
20:28:00 13/06/2024;5.06;0.502;2.540;
20:28:01 13/06/2024;5.06;0.513;2.595;
20:28:01 13/06/2024;5.06;0.516;2.610;
20:28:02 13/06/2024;5.06;0.499;2.524;
20:28:02 13/06/2024;5.06;0.502;2.540;
20:28:03 13/06/2024;5.06;0.507;2.565;
20:28:03 13/06/2024;5.06;0.508;2.570;
20:28:04 13/06/2024;5.06;0.505;2.555;
20:28:04 13/06/2024;5.06;0.508;2.570;
20:28:05 13/06/2024;5.05;0.538;2.716;
20:28:05 13/06/2024;5.06;0.507;2.565;
20:28:06 13/06/2024;5.06;0.514;2.600;
20:28:06 13/06/2024;5.06;0.504;2.550;
20:28:07 13/06/2024;5.06;0.499;2.524;
20:28:07 13/06/2024;5.06;0.506;2.560;
20:28:08 13/06/2024;5.06;0.506;2.560;
20:28:08 13/06/2024;5.06;0.512;2.590;
20:28:09 13/06/2024;5.06;0.503;2.545;
20:28:09 13/06/2024;5.06;0.506;2.560;
20:28:10 13/06/2024;5.06;0.506;2.560;
20:28:10 13/06/2024;5.06;0.508;2.570;
20:28:11 13/06/2024;5.06;0.514;2.600;
20:28:11 13/06/2024;5.06;0.510;2.580;
20:28:12 13/06/2024;5.06;0.507;2.565;
20:28:12 13/06/2024;5.06;0.501;2.535;
20:28:13 13/06/2024;5.06;0.505;2.555;
20:28:13 13/06/2024;5.06;0.506;2.560;
20:28:14 13/06/2024;5.06;0.500;2.530;
20:28:14 13/06/2024;5.06;0.509;2.575;
20:28:15 13/06/2024;5.06;0.501;2.535;
20:28:15 13/06/2024;5.06;0.506;2.560;
20:28:16 13/06/2024;5.06;0.521;2.636;
20:28:17 13/06/2024;5.06;0.504;2.550;
20:28:17 13/06/2024;5.06;0.508;2.570;
20:28:18 13/06/2024;5.06;0.505;2.555;
20:28:18 13/06/2024;5.06;0.501;2.535;
20:28:19 13/06/2024;5.06;0.507;2.565;
20:28:19 13/06/2024;5.06;0.509;2.575;
20:28:20 13/06/2024;5.06;0.510;2.580;
20:28:20 13/06/2024;5.06;0.508;2.570;
20:28:21 13/06/2024;5.06;0.503;2.545;
20:28:21 13/06/2024;5.06;0.504;2.550;
20:28:22 13/06/2024;5.06;0.502;2.540;
20:28:22 13/06/2024;5.06;0.501;2.535;
20:28:23 13/06/2024;5.06;0.506;2.560;
20:28:23 13/06/2024;5.06;0.502;2.540;
20:28:24 13/06/2024;5.06;0.502;2.540;
20:28:24 13/06/2024;5.06;0.510;2.580;
20:28:25 13/06/2024;5.05;0.559;2.822;
20:28:25 13/06/2024;5.06;0.510;2.580;
20:28:26 13/06/2024;5.06;0.507;2.565;
20:28:26 13/06/2024;5.06;0.510;2.580;
20:28:27 13/06/2024;5.06;0.504;2.550;
20:28:27 13/06/2024;5.06;0.506;2.560;
20:28:28 13/06/2024;5.06;0.506;2.560;
20:28:28 13/06/2024;5.06;0.508;2.570;
20:28:29 13/06/2024;5.06;0.499;2.524;
20:28:29 13/06/2024;5.06;0.502;2.540;
20:28:30 13/06/2024;5.06;0.504;2.550;
20:28:30 13/06/2024;5.06;0.505;2.555;
20:28:31 13/06/2024;5.06;0.499;2.524;
20:28:31 13/06/2024;5.06;0.507;2.565;
20:28:32 13/06/2024;5.06;0.507;2.565;
20:28:32 13/06/2024;5.06;0.501;2.535;
20:28:33 13/06/2024;5.06;0.508;2.570;
20:28:33 13/06/2024;5.06;0.500;2.530;
20:28:34 13/06/2024;5.06;0.512;2.590;
20:28:34 13/06/2024;5.06;0.508;2.570;
20:28:35 13/06/2024;5.06;0.504;2.550;
20:28:35 13/06/2024;5.06;0.509;2.575;
20:28:36 13/06/2024;5.06;0.503;2.545;
20:28:36 13/06/2024;5.06;0.504;2.550;
20:28:37 13/06/2024;5.06;0.507;2.565;
20:28:37 13/06/2024;5.06;0.529;2.676;
20:28:38 13/06/2024;5.06;0.501;2.535;
20:28:38 13/06/2024;5.06;0.501;2.535;
20:28:39 13/06/2024;5.06;0.510;2.580;
20:28:39 13/06/2024;5.06;0.502;2.540;
20:28:40 13/06/2024;5.06;0.502;2.540;
20:28:40 13/06/2024;5.06;0.500;2.530;
20:28:41 13/06/2024;5.06;0.515;2.605;
20:28:41 13/06/2024;5.06;0.500;2.530;
20:28:42 13/06/2024;5.06;0.506;2.560;
20:28:42 13/06/2024;5.06;0.503;2.545;
20:28:43 13/06/2024;5.06;0.503;2.545;
20:28:43 13/06/2024;5.06;0.507;2.565;
20:28:44 13/06/2024;5.06;0.499;2.524;
20:28:44 13/06/2024;5.06;0.506;2.560;
20:28:45 13/06/2024;5.06;0.508;2.570;
20:28:45 13/06/2024;5.06;0.499;2.524;
20:28:46 13/06/2024;5.06;0.505;2.555;
20:28:46 13/06/2024;5.06;0.505;2.555;
20:28:47 13/06/2024;5.06;0.505;2.555;
20:28:47 13/06/2024;5.06;0.514;2.600;
20:28:48 13/06/2024;5.06;0.507;2.565;
20:28:48 13/06/2024;5.06;0.506;2.560;
20:28:49 13/06/2024;5.06;0.499;2.524;
20:28:49 13/06/2024;5.06;0.505;2.555;
20:28:50 13/06/2024;5.06;0.503;2.545;
20:28:50 13/06/2024;5.06;0.505;2.555;
20:28:51 13/06/2024;5.06;0.499;2.524;
20:28:51 13/06/2024;5.06;0.505;2.555;
20:28:52 13/06/2024;5.06;0.526;2.661;
20:28:52 13/06/2024;5.06;0.510;2.580;
20:28:53 13/06/2024;5.05;0.555;2.802;
20:28:53 13/06/2024;5.06;0.498;2.519;
20:28:54 13/06/2024;5.06;0.501;2.535;
20:28:54 13/06/2024;5.06;0.506;2.560;
20:28:55 13/06/2024;5.06;0.498;2.519;
20:28:55 13/06/2024;5.06;0.503;2.545;
20:28:56 13/06/2024;5.06;0.499;2.524;
20:28:56 13/06/2024;5.06;0.508;2.570;
20:28:57 13/06/2024;5.06;0.505;2.555;
20:28:57 13/06/2024;5.06;0.505;2.555;
20:28:58 13/06/2024;5.06;0.502;2.540;
20:28:58 13/06/2024;5.06;0.507;2.565;
20:28:59 13/06/2024;5.06;0.507;2.565;
20:28:59 13/06/2024;5.06;0.509;2.575;
20:29:00 13/06/2024;5.06;0.497;2.514;
20:29:00 13/06/2024;5.06;0.509;2.575;
20:29:01 13/06/2024;5.06;0.502;2.540;
20:29:01 13/06/2024;5.06;0.502;2.540;
20:29:02 13/06/2024;5.06;0.505;2.555;
20:29:02 13/06/2024;5.06;0.505;2.555;
20:29:03 13/06/2024;5.06;0.503;2.545;
20:29:03 13/06/2024;5.06;0.519;2.626;
20:29:04 13/06/2024;5.06;0.528;2.671;
20:29:04 13/06/2024;5.06;0.506;2.560;
20:29:05 13/06/2024;5.06;0.505;2.555;
20:29:05 13/06/2024;5.06;0.510;2.580;
20:29:06 13/06/2024;5.06;0.505;2.555;
20:29:06 13/06/2024;5.06;0.501;2.535;
20:29:07 13/06/2024;5.06;0.500;2.530;
20:29:07 13/06/2024;5.06;0.511;2.585;
20:29:08 13/06/2024;5.06;0.502;2.540;
20:29:08 13/06/2024;5.06;0.501;2.535;
20:29:09 13/06/2024;5.05;0.563;2.843;
20:29:09 13/06/2024;5.06;0.506;2.560;
20:29:10 13/06/2024;5.06;0.506;2.560;
20:29:10 13/06/2024;5.06;0.502;2.540;
20:29:11 13/06/2024;5.06;0.501;2.535;
20:29:11 13/06/2024;5.06;0.500;2.530;
20:29:12 13/06/2024;5.06;0.505;2.555;
20:29:12 13/06/2024;5.06;0.501;2.535;
20:29:13 13/06/2024;5.06;0.508;2.570;
20:29:13 13/06/2024;5.06;0.512;2.590;
20:29:14 13/06/2024;5.06;0.505;2.555;
20:29:14 13/06/2024;5.06;0.502;2.540;
20:29:15 13/06/2024;5.06;0.506;2.560;
20:29:15 13/06/2024;5.06;0.510;2.580;
20:29:16 13/06/2024;5.06;0.508;2.570;
20:29:16 13/06/2024;5.06;0.498;2.519;
20:29:17 13/06/2024;5.06;0.509;2.575;
20:29:17 13/06/2024;5.06;0.503;2.545;
20:29:18 13/06/2024;5.06;0.506;2.560;
20:29:18 13/06/2024;5.06;0.518;2.621;
20:29:19 13/06/2024;5.06;0.506;2.560;
20:29:19 13/06/2024;5.06;0.502;2.540;
20:29:20 13/06/2024;5.05;0.573;2.893;
20:29:20 13/06/2024;5.06;0.507;2.565;
20:29:21 13/06/2024;5.05;0.593;2.994;
20:29:21 13/06/2024;5.06;0.501;2.535;
20:29:22 13/06/2024;5.06;0.499;2.524;
20:29:22 13/06/2024;5.06;0.511;2.585;
20:29:23 13/06/2024;5.06;0.501;2.535;
20:29:23 13/06/2024;5.06;0.513;2.595;
20:29:24 13/06/2024;5.06;0.502;2.540;
20:29:24 13/06/2024;5.06;0.504;2.550;
20:29:25 13/06/2024;5.06;0.510;2.580;
20:29:25 13/06/2024;5.06;0.503;2.545;
20:29:26 13/06/2024;5.06;0.503;2.545;
20:29:26 13/06/2024;5.06;0.501;2.535;
20:29:27 13/06/2024;5.06;0.502;2.540;
20:29:27 13/06/2024;5.06;0.505;2.555;
20:29:28 13/06/2024;5.06;0.508;2.570;
20:29:28 13/06/2024;5.06;0.501;2.535;
20:29:29 13/06/2024;5.06;0.504;2.550;
20:29:29 13/06/2024;5.06;0.503;2.545;
20:29:30 13/06/2024;5.06;0.505;2.555;
20:29:30 13/06/2024;5.06;0.510;2.580;
20:29:31 13/06/2024;5.06;0.505;2.555;
20:29:31 13/06/2024;5.06;0.505;2.555;
20:29:32 13/06/2024;5.06;0.501;2.535;
20:29:32 13/06/2024;5.06;0.511;2.585;
20:29:33 13/06/2024;5.06;0.500;2.530;
20:29:33 13/06/2024;5.06;0.510;2.580;
20:29:34 13/06/2024;5.06;0.511;2.585;
20:29:34 13/06/2024;5.06;0.502;2.540;
20:29:35 13/06/2024;5.06;0.501;2.535;
20:29:35 13/06/2024;5.06;0.501;2.535;
20:29:36 13/06/2024;5.06;0.505;2.555;
20:29:36 13/06/2024;5.06;0.511;2.585;
20:29:37 13/06/2024;5.06;0.503;2.545;
20:29:37 13/06/2024;5.06;0.502;2.540;
20:29:38 13/06/2024;5.06;0.500;2.530;
20:29:38 13/06/2024;5.06;0.509;2.575;
20:29:39 13/06/2024;5.06;0.503;2.545;
20:29:39 13/06/2024;5.06;0.499;2.524;
20:29:40 13/06/2024;5.06;0.503;2.545;
20:29:40 13/06/2024;5.06;0.506;2.560;
20:29:41 13/06/2024;5.06;0.505;2.555;
20:29:41 13/06/2024;5.06;0.512;2.590;
20:29:42 13/06/2024;5.06;0.505;2.555;
20:29:42 13/06/2024;5.06;0.506;2.560;
20:29:43 13/06/2024;5.06;0.524;2.651;
20:29:43 13/06/2024;5.06;0.515;2.605;
20:29:44 13/06/2024;5.06;0.505;2.555;
20:29:44 13/06/2024;5.06;0.528;2.671;
20:29:45 13/06/2024;5.06;0.508;2.570;
20:29:45 13/06/2024;5.06;0.505;2.555;
20:29:46 13/06/2024;5.06;0.507;2.565;
20:29:46 13/06/2024;5.06;0.505;2.555;
20:29:47 13/06/2024;5.06;0.500;2.530;
20:29:47 13/06/2024;5.06;0.503;2.545;
20:29:48 13/06/2024;5.06;0.507;2.565;
20:29:48 13/06/2024;5.06;0.508;2.570;
20:29:49 13/06/2024;5.05;0.552;2.787;
20:29:49 13/06/2024;5.06;0.506;2.560;
20:29:50 13/06/2024;5.06;0.508;2.570;
20:29:50 13/06/2024;5.05;0.574;2.898;
20:29:51 13/06/2024;5.06;0.502;2.540;
20:29:51 13/06/2024;5.06;0.507;2.565;
20:29:52 13/06/2024;5.06;0.501;2.535;
20:29:52 13/06/2024;5.06;0.505;2.555;
20:29:53 13/06/2024;5.06;0.501;2.535;
20:29:53 13/06/2024;5.06;0.506;2.560;
20:29:54 13/06/2024;5.06;0.511;2.585;
20:29:54 13/06/2024;5.06;0.501;2.535;
20:29:55 13/06/2024;5.06;0.503;2.545;
20:29:55 13/06/2024;5.06;0.512;2.590;
20:29:56 13/06/2024;5.06;0.531;2.686;
20:29:56 13/06/2024;5.06;0.511;2.585;
20:29:57 13/06/2024;5.06;0.542;2.742;
20:29:57 13/06/2024;5.06;0.507;2.565;
20:29:58 13/06/2024;5.06;0.506;2.560;
20:29:58 13/06/2024;5.06;0.506;2.560;
20:29:59 13/06/2024;5.06;0.506;2.560;
20:29:59 13/06/2024;5.06;0.505;2.555;
20:30:00 13/06/2024;5.06;0.506;2.560;
20:30:00 13/06/2024;5.06;0.508;2.570;
20:30:01 13/06/2024;5.05;0.540;2.727;
20:30:01 13/06/2024;5.05;0.557;2.812;
20:30:02 13/06/2024;5.06;0.507;2.565;
20:30:02 13/06/2024;5.06;0.535;2.707;
20:30:03 13/06/2024;5.06;0.507;2.565;
20:30:03 13/06/2024;5.06;0.502;2.540;
20:30:04 13/06/2024;5.06;0.503;2.545;
20:30:04 13/06/2024;5.06;0.502;2.540;
20:30:05 13/06/2024;5.06;0.499;2.524;
20:30:05 13/06/2024;5.06;0.506;2.560;
20:30:06 13/06/2024;5.06;0.504;2.550;
20:30:06 13/06/2024;5.06;0.506;2.560;
20:30:07 13/06/2024;5.06;0.510;2.580;
20:30:07 13/06/2024;5.06;0.508;2.570;
20:30:08 13/06/2024;5.06;0.511;2.585;
20:30:08 13/06/2024;5.06;0.511;2.585;
20:30:09 13/06/2024;5.06;0.508;2.570;
20:30:09 13/06/2024;5.06;0.506;2.560;
20:30:10 13/06/2024;5.06;0.506;2.560;
20:30:10 13/06/2024;5.06;0.504;2.550;
20:30:11 13/06/2024;5.06;0.513;2.595;
20:30:11 13/06/2024;5.06;0.511;2.585;
20:30:12 13/06/2024;5.06;0.504;2.550;
20:30:12 13/06/2024;5.06;0.504;2.550;
20:30:13 13/06/2024;5.06;0.525;2.656;
20:30:13 13/06/2024;5.06;0.498;2.519;
20:30:14 13/06/2024;5.06;0.506;2.560;
20:30:14 13/06/2024;5.06;0.507;2.565;
20:30:15 13/06/2024;5.06;0.504;2.550;
20:30:15 13/06/2024;5.06;0.501;2.535;
20:30:16 13/06/2024;5.06;0.507;2.565;
20:30:16 13/06/2024;5.06;0.508;2.570;
20:30:17 13/06/2024;5.06;0.503;2.545;
20:30:17 13/06/2024;5.06;0.507;2.565;
20:30:18 13/06/2024;5.06;0.508;2.570;
20:30:18 13/06/2024;5.06;0.507;2.565;
20:30:19 13/06/2024;5.06;0.502;2.540;
20:30:19 13/06/2024;5.06;0.498;2.519;
20:30:20 13/06/2024;5.06;0.502;2.540;
20:30:20 13/06/2024;5.06;0.512;2.590;
20:30:21 13/06/2024;5.06;0.501;2.535;
20:30:21 13/06/2024;5.06;0.502;2.540;
20:30:22 13/06/2024;5.06;0.505;2.555;
20:30:22 13/06/2024;5.06;0.508;2.570;
20:30:23 13/06/2024;5.06;0.503;2.545;
20:30:23 13/06/2024;5.06;0.505;2.555;
20:30:24 13/06/2024;5.06;0.505;2.555;
20:30:24 13/06/2024;5.06;0.540;2.732;
20:30:25 13/06/2024;5.06;0.507;2.565;
20:30:25 13/06/2024;5.06;0.503;2.545;
20:30:26 13/06/2024;5.06;0.509;2.575;
20:30:26 13/06/2024;5.06;0.510;2.580;
20:30:27 13/06/2024;5.06;0.507;2.565;
